Gene ID	Ensembl Gene ID	Gene Symbol	
390637	ENSG00000183208	GDPGP1	
80213	ENSG00000184277	TM2D3	
374659	ENSG00000184508	HDDC3	
390638	-	LOC390638	
23336	ENSG00000182253	SYNM	
643790	-	HMGN1P38	
4874	ENSG00000258925	NPM1P5	
26680	-	OR4G2P	
441732	-	-	
441734	-	-	
728959	-	-	
3402	-	IDDM3	
204219	ENSG00000154227	CERS3	
390634	-	KRT18P47	
441736	-	GOLGA8VP	
90381	ENSG00000140534	TICRR	
654381	ENSG00000241562	RPL7P5	
64927	ENSG00000103852	TTC23	
10239	ENSG00000157823	AP3S2	
440307	ENSG00000213471	TTLL13P	
654386	ENSG00000258632	RPL26P5	
55784	ENSG00000140563	MCTP2	
9899	ENSG00000185518	SV2B	
654387	ENSG00000240484	RPL31P6	
7026	ENSG00000185551	NR2F2	
123283	ENSG00000185418	TARS3	
390641	-	-	
390643	-	PGAM1P12	
400446	-	-	
388182	ENSG00000189419	SPATA41	
123355	ENSG00000168904	LRRC28	
91947	ENSG00000140450	ARRDC4	
728250	-	-	
643368	-	-	
1133	ENSG00000184984	CHRM5	
728003	-	-	
374655	ENSG00000140548	ZNF710	
400451	ENSG00000185442	FAM174B	
728459	-	-	
260403	-	MMEDF	
400456	ENSG00000248441	LINC01197	
400455	-	-	
390652	ENSG00000257109	OR4F28P	
390650	ENSG00000232459	OR4F14P	
26682	ENSG00000177693	OR4F4	
56963	ENSG00000182175	RGMA	
374654	ENSG00000166813	KIF7	
176	ENSG00000157766	ACAN	
283682	-	LINC01579	
728292	-	-	
55180	ENSG00000140471	LINS1	
1106	ENSG00000173575	CHD2	
400464	-	LOC400464	
644192	ENSG00000247809	NR2F2-AS1	
28232	ENSG00000176463	SLCO3A1	
5046	ENSG00000140479	PCSK6	
145946	ENSG00000185594	SPATA8	
728800	-	-	
145864	ENSG00000140511	HAPLN3	
254559	ENSG00000255571	MIR9-3HG	
644800	-	-	
283777	ENSG00000283597	FAM169B	
390651	ENSG00000214344	OR4F13P	
81438	ENSG00000275771	OR4G6P	
729114	-	-	
390648	ENSG00000184140	OR4F6	
728477	-	GOLGA2P8	
359736	-	MRPL15P1	
55897	ENSG00000166823	MESP1	
729016	-	-	
145873	ENSG00000188095	MESP2	
441642	ENSG00000213272	RPL7AP9	
376132	ENSG00000198812	LRRC10	
160410	ENSG00000256075	PSMC6P2	
27345	ENSG00000135643	KCNMB4	
55266	ENSG00000139291	TMEM19	
729610	-	FAHD2P1	
64786	ENSG00000121749	TBC1D15	
341333	ENSG00000236946	HNRNPA1P70	
4659	ENSG00000058272	PPP1R12A	
10818	ENSG00000166225	FRS2	
23011	ENSG00000080371	RAB21	
5787	ENSG00000127329	PTPRB	
645495	-	-	
374462	ENSG00000139304	PTPRQ	
29953	ENSG00000072657	TRHDE	
729376	-	-	
729409	-	C1GALT1P1	
8090	-	SPPM	
4069	ENSG00000090382	LYZ	
55801	ENSG00000111536	IL26	
645422	ENSG00000234040	RPL10P12	
387867	ENSG00000240087	RPSAP12	
645328	ENSG00000256037	MRPL40P1	
729507	-	-	
8091	ENSG00000149948	HMGA2	
50616	ENSG00000127318	IL22	
10330	ENSG00000257727	CNPY2	
55508	ENSG00000175782	SLC35E3	
11052	ENSG00000111605	CPSF6	
56890	ENSG00000111554	MDM1	
121278	ENSG00000139287	TPH2	
2565	ENSG00000163285	GABRG1	
8929	ENSG00000109132	PHOX2B	
2555	ENSG00000151834	GABRA2	
2557	ENSG00000109158	GABRA4	
285527	ENSG00000075539	FRYL	
2560	ENSG00000163288	GABRB1	
170712	ENSG00000170516	COX7B2	
80157	ENSG00000109182	CWH43	
728576	-	RPL15P7	
201780	ENSG00000145248	SLC10A4	
57205	ENSG00000145246	ATP10D	
10744	ENSG00000250254	PTTG2	
152518	ENSG00000170448	NFXL1	
54951	ENSG00000169019	COMMD8	
1259	ENSG00000198515	CNGA1	
643464	-	-	
132299	ENSG00000145247	OCIAD2	
643449	-	-	
57606	ENSG00000109171	SLAIN2	
7294	ENSG00000074966	TXK	
10463	ENSG00000014824	SLC30A9	
152519	ENSG00000163293	NIPAL1	
644038	-	-	
56033	ENSG00000131668	BARX1	
644653	-	-	
653458	ENSG00000198312	BMS1P9	
1784	-	DNCM	
79937	ENSG00000106714	CNTNAP3	
643880	ENSG00000276457	FKBP4P8	
728611	ENSG00000237238	BMS1P10	
653510	-	CBWD4P	
644704	-	-	
2430	-	FRA9F	
392343	-	CNN2P3	
643827	-	CNTNAP3P2	
100131997	ENSG00000274026	FAM27E3	
644777	-	MEP1AP2	
441442	ENSG00000228656	MYO5BP3	
389740	ENSG00000227582	ADGRF5P1	
5082	ENSG00000136940	PDCL	
728747	ENSG00000172014	ANKRD20A4P	
401525	-	CDK2AP2P3	
441425	ENSG00000276203	ANKRD20A3P	
644684	-	BMS1P12	
728566	-	-	
442421	-	PTGER4P2-CDK2AP2P2	
644731	-	IGKV1OR-3	
653404	ENSG00000273514	FOXD4L6	
442423	-	-	
286272	-	-	
644576	-	SNX18P9	
595135	ENSG00000277778	PGM5P2	
548321	-	-	
653394	-	-	
100133121	-	FAM27B	
554249	-	LOC554249	
392335	ENSG00000238245	MYO5BP2	
644249	-	LOC644249	
644632	ENSG00000225883	BMS1P11	
723785	-	-	
728701	-	-	
728840	-	-	
728673	ENSG00000170161	LOC728673	
441440	ENSG00000233555	RPL7AP46	
401508	ENSG00000274583	FAM74A4	
728788	-	ANKRD20A20P	
644019	ENSG00000215126	CBWD6	
286297	-	LOC286297	
653427	ENSG00000204779	FOXD4L5	
440896	ENSG00000276462	LOC440896	
441441	-	-	
727836	-	-	
389756	-	AQP7P2	
644558	-	-	
728649	-	-	
375719	-	AQP7P1	
100132938	-	AQP7P4	
728683	-	-	
728773	-	PABPC1P2	
730114	-	-	
785	ENSG00000182389	CACNB4	
55843	ENSG00000075884	ARHGAP15	
55041	ENSG00000115762	PLEKHB2	
440917	-	YWHAEP5	
5000	ENSG00000115947	ORC4	
3176	ENSG00000150540	HNMT	
9839	ENSG00000169554	ZEB2	
359763	-	MRPS18BP2	
730124	-	-	
474174	-	SGCEP1	
647002	-	IDI1P1	
129560	ENSG00000232992	AHCYP4	
50649	ENSG00000136002	ARHGEF4	
6326	ENSG00000136531	SCN2A	
401014	ENSG00000226674	TEX41	
4703	ENSG00000183091	NEB	
647012	-	YY1P2	
79712	ENSG00000121964	GTDC1	
339745	ENSG00000144228	SPOPL	
389053	ENSG00000227347	HNRNPKP2	
2383	-	FRA2K	
2888	ENSG00000115290	GRB14	
403341	ENSG00000177125	ZBTB34	
6838	ENSG00000148296; ENSG00000281309	SURF6	
645842	-	-	
347168	ENSG00000136834	OR1J1	
100288842	-	B3GNT10	
138882	ENSG00000171501	OR1N2	
26783	ENSG00000201302	SNORA65	
729512	-	-	
729712	-	-	
5069	ENSG00000182752	PAPPA	
114987	ENSG00000148225	WDR31	
389787	-	TPT1P9	
729612	-	-	
1757	ENSG00000123453	SARDH	
2681	ENSG00000204136	GGTA1	
153090	ENSG00000136848	DAB2IP	
113220	ENSG00000136883	KIF12	
392392	ENSG00000165204	OR1K1	
692206	ENSG00000212447	SNORD90	
80709	ENSG00000106948	AKNA	
493913	ENSG00000256040	PAPPA-AS1	
392387	ENSG00000238181	AHCYP2	
10444	ENSG00000160445	ZER1	
10044	ENSG00000095370	SH2D3C	
54836	ENSG00000119411	BSPRY	
729586	-	-	
6836	ENSG00000148248; ENSG00000280951	SURF4	
6835	ENSG00000148291; ENSG00000281024	SURF2	
10783	ENSG00000119408	NEK6	
203197	ENSG00000157693	TMEM268	
158405	ENSG00000165185	KIAA1958	
93994	-	NDUFB3P2	
10773	ENSG00000186130	ZBTB6	
138881	ENSG00000171496	OR1L8	
729671	-	-	
392390	ENSG00000171459	OR1L6	
645482	ENSG00000214651	LOC645482	
23307	ENSG00000119321	FKBP15	
253039	ENSG00000226752	CUTALP	
254973	ENSG00000136939	OR1L4	
26735	ENSG00000171481	OR1L3	
23245	ENSG00000148219	ASTN2	
26737	ENSG00000173679	OR1L1	
114991	ENSG00000157657	ZNF618	
59335	ENSG00000130711	PRDM12	
2844	ENSG00000011454	GPR21	
286204	ENSG00000148204	CRB2	
85301	ENSG00000196739	COL27A1	
442434	-	-	
6130	ENSG00000280858; ENSG00000148303	RPL7A	
645857	-	RPS10P17	
347169	ENSG00000280094	OR1B1	
140907	-	SPG19	
158131	ENSG00000165202	OR1Q1	
645987	-	-	
158263	-	-	
26742	ENSG00000228914	OR1H1P	
944	ENSG00000106952	TNFSF8	
729721	-	-	
81932	ENSG00000119431	HDHD3	
729012	-	SKA2P1	
401548	ENSG00000148158	SNX30	
5090	ENSG00000167081	PBX3	
51145	-	LOC51145	
2516	ENSG00000136931	NR5A1	
1866	-	DYT7	
8806	-	SCZD8	
27098	ENSG00000079101	CLUL1	
4095	-	MAFD1	
339929	ENSG00000270959	LPP-AS2	
391603	-	NMNAT1P3	
2257	ENSG00000114279	FGF12	
285386	ENSG00000188001	TPRG1	
84002	ENSG00000176597	B3GNT5	
3556	ENSG00000196083	IL1RAP	
647299	-	LOC647299	
647309	ENSG00000205835	GMNC	
131920	ENSG00000198398	TMEM207	
4241	ENSG00000163975	MELTF	
257313	ENSG00000188958	UTS2B	
152137	ENSG00000152492	CCDC50	
8087	ENSG00000114416	FXR1	
59343	ENSG00000163904	SENP2	
151963	ENSG00000180611	MB21D2	
57110	ENSG00000127252	PLAAT1	
9076	ENSG00000163347	CLDN1	
647315	-	-	
3747	ENSG00000166006	KCNC2	
644915	-	METTL15P2	
400046	ENSG00000255693	LINC02389	
84298	ENSG00000139233	LLPH	
23592	ENSG00000174106	LEMD3	
25895	ENSG00000123427	EEF1AKMT3	
283417	ENSG00000177990	DPY19L2	
144453	ENSG00000127325	BEST3	
117177	ENSG00000127328	RAB3IP	
341418	ENSG00000179626	OR6C4	
644998	ENSG00000257528	KRT8P19	
390340	ENSG00000256777	PDCL3P7	
729298	-	PCNPP3	
645100	-	-	
645000	ENSG00000213363	RPS3P6	
4327	ENSG00000123342	MMP19	
89795	ENSG00000067798	NAV3	
91419	ENSG00000166896; ENSG00000262145	ATP23	
2799	ENSG00000135677	GNS	
645253	-	-	
57460	ENSG00000111110	PPM1H	
441641	-	RPL13AP23	
729484	ENSG00000213343	RPL21P18	
55832	ENSG00000111530	CAND1	
246723	-	ATP5PDP4	
4937	-	OAP	
341315	-	PABPC1P4	
338811	ENSG00000198673	TAFA2	
729247	-	-	
84698	ENSG00000180881	CAPS2	
653581	-	-	
55390	-	PRO2268	
338805	-	ST13P8	
729435	-	ATP6V1E1P3	
144581	ENSG00000139239	RPL14P1	
204010	ENSG00000241749	RPSAP52	
650340	-	-	
114882	ENSG00000091039	OSBPL8	
5938	-	RBMS1P1	
51643	ENSG00000155957	TMBIM4	
92979	ENSG00000139266	MARCHF9	
10329	ENSG00000118600	RXYLT1	
729258	-	RPS11P6	
121498	-	LDHAL6CP	
253827	ENSG00000174099	MSRB3	
390329	-	OR6U2P	
92797	ENSG00000127311	HELB	
10102	ENSG00000123297	TSFM	
144577	ENSG00000174206	C12orf66	
11197	ENSG00000156076	WIF1	
5908	ENSG00000127314	RAP1B	
390335	-	-	
390338	-	-	
79411	ENSG00000163521	GLB1L	
729947	-	-	
646696	-	MLXP1	
130367	ENSG00000163082	SGPP2	
79843	ENSG00000124019	FAM124B	
54738	ENSG00000163497	FEV	
130340	ENSG00000152056	AP1S3	
646794	-	SNF8P1	
729968	-	LOC729968	
56947	ENSG00000168958	MFF	
653773	ENSG00000235225	RPL31P17	
10267	ENSG00000132329	RAMP1	
6508	ENSG00000114923	SLC4A3	
729990	-	-	
646644	-	LLPHP3	
84236	ENSG00000144468	RHBDD1	
285181	-	-	
151306	ENSG00000179921	GPBAR1	
414131	-	NANOGP2	
10056	ENSG00000116120	FARSB	
27013	ENSG00000115649	CNPPD1	
402120	ENSG00000230406	RPL23P5	
266724	-	HSPA9P1	
414058	-	ACRPV	
114790	ENSG00000144589	STK11IP	
140777	-	-	
646736	-	LOC646736	
55022	ENSG00000153823	PID1	
729770	-	-	
440934	ENSG00000237732	CT75	
79137	ENSG00000144567	RETREG2	
151278	ENSG00000163081	CCDC140	
57624	ENSG00000144460	NYAP2	
92737	ENSG00000187957	DNER	
93010	ENSG00000156966	B3GNT7	
23704	ENSG00000152049	KCNE4	
1285	ENSG00000169031	COL4A3	
57590	ENSG00000085449	WDFY1	
116255	ENSG00000124003	MOGAT1	
654841	ENSG00000236432	MFF-DT	
26058	ENSG00000204120	GIGYF2	
23549	ENSG00000123992	DNPEP	
2043	ENSG00000116106	EPHA4	
55515	ENSG00000072182	ASIC4	
56918	ENSG00000042304	C2orf83	
3769	ENSG00000115474	KCNJ13	
79853	ENSG00000168955	TM4SF20	
164781	ENSG00000123977	DAW1	
3357	ENSG00000135914	HTR2B	
645961	ENSG00000177910	SPATA31C2	
286223	ENSG00000213694	C9orf47	
493987	-	MT1P1	
728508	-	-	
158431	ENSG00000196597	ZNF782	
157916	ENSG00000234910	IL6RP1	
6096	ENSG00000198963	RORB	
158441	-	-	
441454	-	PTMAP11	
441455	-	LOC441455	
55363	ENSG00000136929	HEMGN	
10819	ENSG00000184669	OR7E14P	
4969	ENSG00000106809	OGN	
54769	ENSG00000165023	DIRAS2	
645937	-	LOC645937	
1903	ENSG00000213694	S1PR3	
401537	ENSG00000226327	RPSAP49	
81363	ENSG00000270432	OR7E108P	
60560	ENSG00000135040	NAA35	
138652	-	PRSS47	
375748	ENSG00000182150	ERCC6L2	
79048	ENSG00000187742	SECISBP2	
7743	ENSG00000136870	ZNF189	
65268	ENSG00000165238	WNK2	
23299	ENSG00000185963	BICD2	
138639	ENSG00000158079	PTPDC1	
80010	ENSG00000178966	RMI1	
23552	ENSG00000156345	CDK20	
401540	ENSG00000236316	OR7E109P	
23071	ENSG00000023318	ERP44	
10952	ENSG00000106803	SEC61B	
4920	ENSG00000169071	ROR2	
392371	ENSG00000214417	KRT18P13	
57653	ENSG00000255036	SUGT1P4-STRA6LP-CCDC180	
441452	ENSG00000230246	SPATA31C1	
56254	ENSG00000155827	RNF20	
286238	ENSG00000228189	LINC02843	
54754	ENSG00000130950	NUTM2F	
441457	ENSG00000188152	NUTM2G	
360177	-	CYCSP24	
643520	-	-	
642952	ENSG00000232843	SNX18P2	
22869	ENSG00000081386	ZNF510	
6918	-	TCEA1P1	
642959	ENSG00000188101	ALOX15P2	
286370	ENSG00000227555	MIR4290HG	
158427	ENSG00000136925	TSTD2	
7464	ENSG00000106789	CORO2A	
729579	-	-	
195827	ENSG00000158122	PRXL2C	
81358	ENSG00000225072	OR7E116P	
728061	-	-	
643342	ENSG00000230221	LOC643342	
5253	ENSG00000197724	PHF2	
570	ENSG00000136881; ENSG00000276559	BAAT	
649198	-	-	
286359	-	LOC286359	
4915	ENSG00000148053	NTRK2	
728026	-	PTMAP12	
22927	ENSG00000130956	HABP4	
643694	-	-	
7111	ENSG00000136842	TMOD1	
100129347	ENSG00000229694	LINC00484	
9568	ENSG00000136928	GABBR2	
650059	ENSG00000227399	RPL21P82	
203286	ENSG00000165138	ANKS6	
11046	ENSG00000130958; ENSG00000285269	SLC35D2	
642943	-	LOC642943	
80318	ENSG00000165113	GKAP1	
53358	ENSG00000148082	SHC3	
2428	-	FRA9D	
138649	ENSG00000187984	ANKRD19P	
10541	ENSG00000136938	ANP32B	
84270	ENSG00000165233	CARD19	
347265	ENSG00000255815	KRT8P11	
158435	-	LOC158435	
574078	-	GLC1J	
7507	ENSG00000136936	XPA	
158434	ENSG00000275465	LOC158434	
442429	ENSG00000226721	EEF1DP2	
158257	ENSG00000230262	LINC02603	
203328	ENSG00000157303	SUSD3	
728356	-	-	
4484	-	-	
83744	ENSG00000127081	ZNF484	
729537	-	-	
84641	ENSG00000148110	MFSD14B	
195828	ENSG00000165244	ZNF367	
84278	ENSG00000196312	MFSD14C	
340515	-	LINC01501	
54566	ENSG00000095203	EPB41L4B	
375601	-	OR7E31P	
158293	ENSG00000188938	FAM120AOS	
169841	ENSG00000175787	ZNF169	
646083	-	PA2G4P6	
100129066	ENSG00000237372	UNQ6494	
389768	-	LOC389768	
3293	ENSG00000130948	HSD17B3	
79695	ENSG00000119514	GALNT12	
55357	ENSG00000095383	TBC1D2	
392364	-	LOC392364	
401541	ENSG00000188312	CENPP	
10927	ENSG00000106723	SPIN1	
392368	ENSG00000224809	BEND3P2	
158104	ENSG00000217716	RPS10P3	
340508	ENSG00000228376	GAS2L1P2	
84909	ENSG00000148120	AOPEP	
387328	-	ZNF322P1	
497256	-	LOC497256	
2304	ENSG00000178919	FOXE1	
391530	-	SALL4P6	
619511	-	MHB	
729085	ENSG00000144649	GASK1A	
6769	ENSG00000144681	STAC	
729454	ENSG00000215034	DSTNP4	
22906	ENSG00000182606	TRAK1	
57467	ENSG00000010282	HHATL	
9209	ENSG00000093167	LRRFIP2	
55129	ENSG00000160746	ANO10	
199223	ENSG00000168026	TTC21A	
25994	ENSG00000181061	HIGD1A	
728706	ENSG00000213842	SUGT1P2	
10491	ENSG00000170275	CRTAP	
389101	ENSG00000227337	RPL23AP43	
729505	-	HMGN2P24	
85443	ENSG00000163673	DCLK3	
645874	-	-	
442078	ENSG00000228767	KRT8P18	
93	ENSG00000114739	ACVR2B	
339883	ENSG00000198590	C3orf35	
440952	ENSG00000280739	EIF1B-AS1	
114884	ENSG00000144645	OSBPL10	
729083	ENSG00000225611	LINC02158	
10015	ENSG00000170248	PDCD6IP	
645548	-	HSPD1P6	
84892	ENSG00000144647	POMGNT2	
9942	ENSG00000093217	XYLB	
25827	ENSG00000153558	FBXL2	
399511	-	TCEA1P2	
751781	-	-	
9881	ENSG00000168016	TRANK1	
5210	ENSG00000114268	PFKFB4	
152206	ENSG00000244607	CCDC13	
651628	ENSG00000226845	EEF1GP3	
729032	ENSG00000234270	RPL36P20	
64651	ENSG00000144655	CSRNP1	
54986	ENSG00000168038	ULK4	
131405	ENSG00000206557	TRIM71	
9852	ENSG00000178567	EPM2AIP1	
729102	-	HNRNPA1P22	
728678	-	-	
54861	ENSG00000163788	SNRK	
64689	ENSG00000114745	GORASP1	
645715	ENSG00000223668	EEF1A1P24	
391526	ENSG00000231552	IGBP1P3	
344697	ENSG00000228168	HNRNPA1P21	
9497	ENSG00000033867	SLC4A7	
5333	ENSG00000187091	PLCD1	
7047	ENSG00000163810; ENSG00000281886	TGM4	
23739	-	C3CER1	
645650	-	-	
205655	ENSG00000231382	NBPF21P	
645571	-	PRADC1P1	
92999	ENSG00000114853	ZBTB47	
152048	ENSG00000270194	LOC152048	
729211	ENSG00000234737	KRT18P15	
645326	ENSG00000237433	RPSAP11	
645807	ENSG00000234067	RPL5P10	
389114	ENSG00000182983	ZNF662	
7342	ENSG00000153560	UBP1	
7123	ENSG00000163815	CLEC3B	
389112	-	RPS27P4	
643853	ENSG00000188167	TMPPE	
285260	ENSG00000213849	RPL31P18	
152189	ENSG00000170293	CMTM8	
112616	ENSG00000153551	CMTM7	
10039	ENSG00000041880	PARP3	
54918	ENSG00000091317	CMTM6	
6044	ENSG00000202363	SNORA62	
574040	ENSG00000206760	SNORA6	
8249	-	MGR2	
57789	-	MTBSX	
407	ENSG00000120500	ARR3	
23439	ENSG00000101892	ATP1B4	
8248	-	-	
4370	-	-	
6246	ENSG00000235598	RRM2P4	
59084	ENSG00000112796	ENPP5	
375513	-	GUSBP4	
642317	ENSG00000214563	GAPDHP15	
727805	-	POM121L14P	
22875	ENSG00000001561	ENPP4	
727744	-	-	
27283	ENSG00000137251	TINAG	
3062	ENSG00000137252	HCRTR2	
730180	ENSG00000276290	RBBP4P3	
727842	ENSG00000214561	RBBP4P4	
51715	ENSG00000112210	RAB23	
387578	-	AITD1	
26036	ENSG00000112200	ZNF451	
353116	ENSG00000188026	RILPL1	
728893	-	-	
9733	ENSG00000075856	SART3	
65082	ENSG00000139719	VPS33A	
404714	-	SLEB4	
57647	ENSG00000150990	DHX37	
192111	ENSG00000247077	PGAM5	
6433	ENSG00000061936	SFSWAP	
8683	ENSG00000111786	SRSF9	
8759	-	ADAM1A	
9815	ENSG00000139436	GIT2	
283352	ENSG00000249196	TMEM132D-AS1	
605	ENSG00000110987; ENSG00000282873	BCL7A	
80298	ENSG00000120832	MTERF2	
51433	ENSG00000089053	ANAPC5	
283383	ENSG00000111452	ADGRD1	
728618	-	-	
114795	ENSG00000139364	TMEM132B	
347933	-	NLRP9P1	
94142	-	-	
144715	ENSG00000151164	RAD9B	
642580	-	HSPA8P14	
100130562	ENSG00000240342	RPS2P5	
8315	ENSG00000089234	BRAP	
51228	ENSG00000139433	GLTP	
121256	ENSG00000151952	TMEM132D	
92293	ENSG00000181234	TMEM132C	
79676	ENSG00000111325	OGFOD2	
57605	ENSG00000090975	PITPNM2	
64426	ENSG00000111707	SUDS3	
196385	ENSG00000197653; ENSG00000281935	DNAH10	
4809	ENSG00000100138	SNU13	
80212	ENSG00000275035; ENSG00000119242	CCDC92	
11066	ENSG00000184209	SNRNP35	
347918	ENSG00000185684	EP400P1	
400084	ENSG00000249267	LINC00939	
9761	ENSG00000110917	MLEC	
144712	-	HMGA1P3	
653276	-	-	
64211	ENSG00000089116	LHX5	
390363	-	CLIC1P1	
390364	-	-	
644489	-	-	
144638	-	ST13P3	
642797	-	DNAH10OS	
140707	ENSG00000184992	BRI3BP	
338799	ENSG00000212694	LINC01089	
338797	-	LINC02370	
32	ENSG00000076555	ACACB	
144406	ENSG00000158023	CFAP251	
144347	ENSG00000178882	RFLNA	
89894	ENSG00000198270	TMEM116	
84900	ENSG00000135119	RNFT2	
51367	ENSG00000167272	POP5	
80724	ENSG00000111271	ACAD10	
121551	ENSG00000151136	BTBD11	
283454	-	-	
9026	ENSG00000130787	HIP1R	
84678	ENSG00000089094	KDM2B	
27198	ENSG00000196917	HCAR1	
80018	ENSG00000111300	NAA25	
7556	ENSG00000256223	ZNF10	
84329	ENSG00000122986	HVCN1	
121296	ENSG00000255923	LOC121296	
642493	-	RPL29P25	
643499	ENSG00000242137	RPL11P5	
2450	-	FRA12C	
4813	-	NIDDM2	
283459	ENSG00000257218	GATC	
196383	ENSG00000150977	RILPL2	
400087	ENSG00000256597	LINC02393	
386654	-	OSTF1P1	
2452	-	FRA12E	
2451	-	FRA12D	
29902	ENSG00000204856	FAM216A	
8655	ENSG00000088986	DYNLL1	
283450	ENSG00000173064	HECTD4	
23325	ENSG00000136051	WASHC4	
59341	ENSG00000111199	TRPV4	
728363	-	-	
283446	ENSG00000174527	MYO1H	
2802	ENSG00000090615	GOLGA3	
387885	ENSG00000186710	CFAP73	
2054	ENSG00000111450	STX2	
4326	ENSG00000198598	MMP17	
80024	ENSG00000089060	SLC8B1	
7699	ENSG00000196387	ZNF140	
728359	-	-	
283455	ENSG00000171435	KSR2	
10993	ENSG00000135094	SDS	
727786	-	-	
728569	-	-	
84260	ENSG00000139437	TCHP	
23141	ENSG00000176915	ANKLE2	
387890	ENSG00000224982	TMEM233	
387895	-	LINC00944	
677829	ENSG00000208892	SNORA49	
53373	ENSG00000186815	TPCN1	
440119	ENSG00000250208	FZD10-AS1	
51275	ENSG00000234608	MAPKAPK5-AS1	
55206	ENSG00000139697	SBNO1	
79794	ENSG00000111412	SPRING1	
10795	ENSG00000090612	ZNF268	
267007	-	PGBD3P3	
6926	ENSG00000135111	TBX3	
121665	ENSG00000157837	SPPL3	
6910	ENSG00000089225	TBX5	
254050	ENSG00000158113	LRRC43	
7574	ENSG00000198393	ZNF26	
64897	ENSG00000157895	C12orf43	
1967	ENSG00000111361	EIF2B1	
55703	ENSG00000013503	POLR3B	
144348	ENSG00000179195	ZNF664	
728543	-	-	
10198	ENSG00000051825	MPHOSPH9	
84915	ENSG00000139438	FAM222A	
55198	ENSG00000136044	APPL2	
729110	-	-	
11021	ENSG00000111737	RAB35	
79867	ENSG00000168778	TCTN2	
9904	ENSG00000122965	RBM19	
116437	ENSG00000204603	LINC01257	
643246	ENSG00000258102	MAP1LC3B2	
100287569	ENSG00000196668	LINC00173	
65985	ENSG00000081760	AACS	
121260	ENSG00000139370	SLC15A4	
57666	ENSG00000112787	FBRSL1	
23545	ENSG00000185344	ATP6V0A2	
729014	-	-	
728696	-	-	
728693	ENSG00000239374	RPL21P105	
6145	ENSG00000214760	RPL21P1	
728171	-	-	
728173	-	-	
440122	-	-	
1610	ENSG00000110887	DAO	
80196	ENSG00000170633	RNF34	
23014	ENSG00000135108	FBXO21	
8739	ENSG00000135116	HRK	
22895	ENSG00000089169	RPH3A	
5501	ENSG00000186298	PPP1CC	
88455	ENSG00000076513	ANKRD13A	
121643	ENSG00000139445	FOXN4	
440117	ENSG00000249873	LINC02372	
84983	ENSG00000255650	FAM222A-AS1	
50614	ENSG00000182870	GALNT9	
115811	ENSG00000166578	IQCD	
728046	-	-	
121549	ENSG00000187855	ASCL4	
57634	ENSG00000183495	EP400	
404677	-	CIMT	
26834	ENSG00000202538	RNU4-2	
54434	ENSG00000084112	SSH1	
23067	ENSG00000139718	SETD1B	
8550	ENSG00000089022	MAPKAPK5	
100128554	ENSG00000214043	LINC02347	
386653	ENSG00000204671	IL31	
65117	ENSG00000111011	RSRC2	
644152	-	-	
26259	ENSG00000174989	FBXW8	
728017	-	-	
79369	ENSG00000176383	B3GNT4	
283435	-	LINC02825	
91574	ENSG00000130921	C12orf65	
728014	-	-	
51329	ENSG00000182196	ARL6IP4	
160760	ENSG00000196850	PPTC7	
144423	ENSG00000151948	GLT1D1	
54997	ENSG00000088992	TESC	
727826	ENSG00000232888	RPS11P5	
647503	-	LOC647503	
5992	ENSG00000111783	RFX4	
728585	-	-	
84747	ENSG00000175970	UNC119B	
8562	ENSG00000139726	DENR	
4590	-	-	
100507055	ENSG00000204583	LRCOL1	
326625	ENSG00000139428	MMAB	
23603	ENSG00000110880	CORO1C	
83892	ENSG00000110906	KCTD10	
57696	ENSG00000111364	DDX55	
283458	-	NME2P1	
8408	ENSG00000177169	ULK1	
22953	ENSG00000187848	P2RX2	
6996	ENSG00000139372	TDG	
79039	ENSG00000123064	DDX54	
84530	ENSG00000139767	SRRM4	
728069	-	-	
317781	ENSG00000185163	DDX51	
7637	ENSG00000198040	ZNF84	
400073	ENSG00000174456	C12orf76	
654427	-	PCNPP1	
8843	ENSG00000255398	HCAR3	
338442	ENSG00000182782	HCAR2	
196463	ENSG00000151176	PLBD2	
144717	ENSG00000198324	PHETA1	
84876	ENSG00000285150; ENSG00000276045	ORAI1	
54621	ENSG00000176834	VSIG10	
9271	ENSG00000125207; ENSG00000275051	PIWIL1	
728983	-	-	
55596	ENSG00000033030	ZCCHC8	
55530	ENSG00000166111	SVOP	
729089	-	-	
23504	ENSG00000060709	RIMBP2	
144742	ENSG00000281196	LINC00934	
84102	ENSG00000136052	SLC41A2	
644022	ENSG00000241129	RPL22P19	
8099	ENSG00000111328	CDK2AP1	
28981	ENSG00000122970	IFT81	
51699	ENSG00000111237	VPS29	
728604	-	-	
89910	ENSG00000151148	UBE3B	
9478	ENSG00000157782	CABP1	
11153	ENSG00000198855	FICD	
10985	ENSG00000089154	GCN1	
51184	ENSG00000111231	GPN3	
160762	ENSG00000173093	CCDC63	
92558	ENSG00000135127	BICDL1	
160777	ENSG00000183273	CCDC60	
84660	ENSG00000130783	CCDC62	
4440	ENSG00000135097	MSI1	
6404	ENSG00000110876	SELPLG	
100289635	ENSG00000196458	ZNF605	
283385	ENSG00000285371; ENSG00000139714	MORN3	
113675	ENSG00000139410	SDSL	
23409	ENSG00000089163	SIRT4	
144404	ENSG00000188735	TMEM120B	
79600	ENSG00000204852	TCTN1	
11211	ENSG00000111432	FZD10	
55884	ENSG00000176871	WSB2	
643550	-	RPL12P33	
