Gene.name	Gene.stable.ID	Mouse.gene.stable.ID	Mouse.gene.name
ITK	ENSG00000113263	ENSMUSG00000020395	Itk
PAX7	ENSG00000009709	ENSMUSG00000028736	Pax7
C15orf61	ENSG00000189227	ENSMUSG00000032403	2300009A05Rik
SEMA4A	ENSG00000196189	ENSMUSG00000028064	Sema4a
CMAS	ENSG00000111726	ENSMUSG00000030282	Cmas
HAVCR2	ENSG00000135077	ENSMUSG00000020399	Havcr2
TRIM11	ENSG00000154370	ENSMUSG00000020455	Trim11
ST8SIA1	ENSG00000111728	ENSMUSG00000030283	St8sia1
SLC25A44	ENSG00000160785	ENSMUSG00000050144	Slc25a44
FAM71B	ENSG00000170613	ENSMUSG00000020401	Fam71b
TRIM17	ENSG00000162931	ENSMUSG00000036964	Trim17
HIST3H2A	ENSG00000181218	ENSMUSG00000078851	Hist3h2a
RBM5	ENSG00000003756	ENSMUSG00000032580	Rbm5
BGLAP	ENSG00000242252	ENSMUSG00000074483	Bglap
BGLAP	ENSG00000242252	ENSMUSG00000074489	Bglap3
BGLAP	ENSG00000242252	ENSMUSG00000074486	Bglap2
PAQR6	ENSG00000160781	ENSMUSG00000041423	Paqr6
UROD	ENSG00000126088	ENSMUSG00000028684	Urod
TSN	ENSG00000211460	ENSMUSG00000026374	Tsn
PMF1	ENSG00000160783	ENSMUSG00000028066	Pmf1
RBM6	ENSG00000004534	ENSMUSG00000032582	Rbm6
HECTD3	ENSG00000126107	ENSMUSG00000046861	Hectd3
SYCP3	ENSG00000139351	ENSMUSG00000020059	Sycp3
CHPT1	ENSG00000111666	ENSMUSG00000060002	Chpt1
SMG5	ENSG00000198952	ENSMUSG00000001415	Smg5
ITGAL	ENSG00000005844	ENSMUSG00000030830	Itgal
SEMA3F	ENSG00000001617	ENSMUSG00000034684	Sema3f
GLMP	ENSG00000198715	ENSMUSG00000001418	Glmp
TAS1R2	ENSG00000179002	ENSMUSG00000028738	Tas1r2
TMEM79	ENSG00000163472	ENSMUSG00000001420	Tmem79
METTL24	ENSG00000053328	ENSMUSG00000045555	Mettl24
CDON	ENSG00000064309	ENSMUSG00000038119	Cdon
GNPTAB	ENSG00000111670	ENSMUSG00000035311	Gnptab
KLHDC3	ENSG00000124702	ENSMUSG00000063576	Klhdc3
NAPSA	ENSG00000131400	ENSMUSG00000002204	Napsa
VSIG10L2	ENSG00000283703	ENSMUSG00000098590	Gm1113
CDC40	ENSG00000168438	ENSMUSG00000038446	Cdc40
DRAM1	ENSG00000136048	ENSMUSG00000020057	Dram1
NR1H2	ENSG00000131408	ENSMUSG00000060601	Nr1h2
VHLL	ENSG00000189030	ENSMUSG00000033933	Vhl
VIRMA	ENSG00000164944	ENSMUSG00000040720	Virma
WASHC3	ENSG00000120860	ENSMUSG00000020056	Washc3
ALDH4A1	ENSG00000159423	ENSMUSG00000028737	Aldh4a1
KCNC3	ENSG00000131398	ENSMUSG00000062785	Kcnc3
NEK3	ENSG00000136098	ENSMUSG00000031478	Nek3
NUP37	ENSG00000075188	ENSMUSG00000035351	Nup37
LRRC37B	ENSG00000185158	ENSMUSG00000034239	Gm884
LRRC37B	ENSG00000185158	ENSMUSG00000078632	Lrrc37a
ZNF747	ENSG00000169955	ENSMUSG00000045757	Zfp764
ZNF747	ENSG00000169955	ENSMUSG00000078580	E430018J23Rik
AC002310.4	ENSG00000261459	ENSMUSG00000045757	Zfp764
AC002310.4	ENSG00000261459	ENSMUSG00000078580	E430018J23Rik
ZNF768	ENSG00000169957	ENSMUSG00000047371	Zfp768
NONO	ENSG00000147140	ENSMUSG00000031311	Nono
TSACC	ENSG00000163467	ENSMUSG00000010538	Tsacc
PRSS33	ENSG00000103355	ENSMUSG00000049620	Prss33
ITGA3	ENSG00000005884	ENSMUSG00000001507	Itga3
CCT3	ENSG00000163468	ENSMUSG00000001416	Cct3
BARD1	ENSG00000138376	ENSMUSG00000026196	Bard1
ZNF148	ENSG00000163848	ENSMUSG00000022811	Zfp148
HILPDA	ENSG00000135245	ENSMUSG00000043421	Hilpda
BAK1	ENSG00000030110	ENSMUSG00000057789	Bak1
PMCH	ENSG00000183395	ENSMUSG00000035383	Pmch
ZNF764	ENSG00000169951	ENSMUSG00000045757	Zfp764
ZNF764	ENSG00000169951	ENSMUSG00000078580	E430018J23Rik
IGF1	ENSG00000017427	ENSMUSG00000020053	Igf1
METTL2B	ENSG00000165055	ENSMUSG00000020691	Mettl2
ZNF688	ENSG00000229809	ENSMUSG00000045251	Zfp688
ZNF689	ENSG00000156853	ENSMUSG00000048921	Zfp689
PARPBP	ENSG00000185480	ENSMUSG00000035365	Parpbp
SNX4	ENSG00000114520	ENSMUSG00000022808	Snx4
POSTN	ENSG00000133110	ENSMUSG00000027750	Postn
OSBPL11	ENSG00000144909	ENSMUSG00000022807	Osbpl11
RHBG	ENSG00000132677	ENSMUSG00000103766	Gm38392
RHBG	ENSG00000132677	ENSMUSG00000104445	Rhbg
PAH	ENSG00000171759	ENSMUSG00000020051	Pah
ASCL1	ENSG00000139352	ENSMUSG00000020052	Ascl1
NEK5	ENSG00000197168	ENSMUSG00000037738	Nek5
MEF2D	ENSG00000116604	ENSMUSG00000001419	Mef2d
C12orf42	ENSG00000179088	ENSMUSG00000047129	1700113H08Rik
TSC1	ENSG00000165699	ENSMUSG00000026812	Tsc1
IQGAP3	ENSG00000183856	ENSMUSG00000028068	Iqgap3
TTC24	ENSG00000187862	ENSMUSG00000051036	Ttc24
TIMM8A	ENSG00000126953	ENSMUSG00000048007	Timm8a1
STAB2	ENSG00000136011	ENSMUSG00000035459	Stab2
NAXE	ENSG00000163382	ENSMUSG00000028070	Naxe
NT5DC3	ENSG00000111696	ENSMUSG00000112743	Gm49358
NT5DC3	ENSG00000111696	ENSMUSG00000054027	Nt5dc3
CEBPB	ENSG00000172216	ENSMUSG00000056501	Cebpb
HSP90B1	ENSG00000166598	ENSMUSG00000020048	Hsp90b1
C12orf73	ENSG00000204954	ENSMUSG00000063320	1190007I07Rik
GPATCH4	ENSG00000160818	ENSMUSG00000028069	Gpatch4
GFI1B	ENSG00000165702	ENSMUSG00000026815	Gfi1b
HAPLN2	ENSG00000132702	ENSMUSG00000004894	Hapln2
BCAN	ENSG00000132692	ENSMUSG00000004892	Bcan
MDFI	ENSG00000112559	ENSMUSG00000032717	Mdfi
NES	ENSG00000132688	ENSMUSG00000004891	Nes
SAMD14	ENSG00000167100	ENSMUSG00000047181	Samd14
CRABP2	ENSG00000143320	ENSMUSG00000004885	Crabp2
PDK2	ENSG00000005882	ENSMUSG00000038967	Pdk2
TDG	ENSG00000139372	ENSMUSG00000034674	Tdg
RRNAD1	ENSG00000143303	ENSMUSG00000004896	Rrnad1
ISG20L2	ENSG00000143319	ENSMUSG00000048039	Isg20l2
GLT8D2	ENSG00000120820	ENSMUSG00000020251	Glt8d2
SSH3	ENSG00000172830	ENSMUSG00000034616	Ssh3
HCFC2	ENSG00000111727	ENSMUSG00000020246	Hcfc2
NFYB	ENSG00000120837	ENSMUSG00000020248	Nfyb
MRPL24	ENSG00000143314	ENSMUSG00000019710	Mrpl24
SMARCD3	ENSG00000082014	ENSMUSG00000028949	Smarcd3
PRCC	ENSG00000143294	ENSMUSG00000004895	Prcc
HDGF	ENSG00000143321	ENSMUSG00000004897	Hdgf
CHPF2	ENSG00000033100	ENSMUSG00000038181	Chpf2
ACVR1	ENSG00000115170	ENSMUSG00000026836	Acvr1
SH2D2A	ENSG00000027869	ENSMUSG00000028071	Sh2d2a
INSRR	ENSG00000027644	ENSMUSG00000005640	Insrr
NTRK1	ENSG00000198400	ENSMUSG00000028072	Ntrk1
SGO1	ENSG00000129810	ENSMUSG00000023940	Sgo1
ATRNL1	ENSG00000107518	ENSMUSG00000054843	Atrnl1
MPP5	ENSG00000072415	ENSMUSG00000021112	Mpp5
DDO	ENSG00000203797	ENSMUSG00000063428	Ddo
UPP2	ENSG00000007001	ENSMUSG00000026839	Upp2
TXNRD1	ENSG00000198431	ENSMUSG00000020250	Txnrd1
CCDC148	ENSG00000153237	ENSMUSG00000036641	Ccdc148
GFRA1	ENSG00000151892	ENSMUSG00000025089	Gfra1
EID3	ENSG00000255150	ENSMUSG00000109864	Eid3
CCDC172	ENSG00000182645	ENSMUSG00000025090	Ccdc172
CHST11	ENSG00000171310	ENSMUSG00000034612	Chst11
PEAR1	ENSG00000187800	ENSMUSG00000028073	Pear1
SLC41A2	ENSG00000136052	ENSMUSG00000034591	Slc41a2
ATP6V1D	ENSG00000100554	ENSMUSG00000021114	Atp6v1d
SLC22A16	ENSG00000004809	ENSMUSG00000019834	Slc22a16
PNLIP	ENSG00000175535	ENSMUSG00000046008	Pnlip
FEM1A	ENSG00000141965	ENSMUSG00000078157	4931440F15Rik
FEM1A	ENSG00000141965	ENSMUSG00000043683	Fem1a
EMSY	ENSG00000158636	ENSMUSG00000035401	Emsy
ALDH18A1	ENSG00000059573	ENSMUSG00000025007	Aldh18a1
WASHC4	ENSG00000136051	ENSMUSG00000034560	Washc4
C12orf45	ENSG00000151131	ENSMUSG00000020255	D10Wsu102e
ALDH1L2	ENSG00000136010	ENSMUSG00000020256	Aldh1l2
LRRC71	ENSG00000160838	ENSMUSG00000023084	Lrrc71
GIN1	ENSG00000145723	ENSMUSG00000026333	Gin1
ARHGEF11	ENSG00000132694	ENSMUSG00000041977	Arhgef11
KIT	ENSG00000157404	ENSMUSG00000005672	Kit
ETV3L	ENSG00000253831	ENSMUSG00000118505	ETV3L
ETV3	ENSG00000117036	ENSMUSG00000003382	Etv3
XAF1	ENSG00000132530	ENSMUSG00000040483	Xaf1
PKP4	ENSG00000144283	ENSMUSG00000026991	Pkp4
KDR	ENSG00000128052	ENSMUSG00000062960	Kdr
WDR86	ENSG00000187260	ENSMUSG00000055235	Wdr86
NUB1	ENSG00000013374	ENSMUSG00000028954	Nub1
UBE2E2	ENSG00000182247	ENSMUSG00000058317	Ube2e2
LRRC32	ENSG00000137507	ENSMUSG00000090958	Lrrc32
DAPL1	ENSG00000163331	ENSMUSG00000026989	Dapl1
UBE2E1	ENSG00000170142	ENSMUSG00000021774	Ube2e1
RNF130	ENSG00000113269	ENSMUSG00000020376	Rnf130
FBXO39	ENSG00000177294	ENSMUSG00000070388	Fbxo39
TEKT1	ENSG00000167858	ENSMUSG00000020799	Tekt1
BTK	ENSG00000010671	ENSMUSG00000031264	Btk
AC008676.3	ENSG00000285868	ENSMUSG00000048721	Fndc9
SLC16A9	ENSG00000165449	ENSMUSG00000037762	Slc16a9
CYFIP2	ENSG00000055163	ENSMUSG00000020340	Cyfip2
PTPN1	ENSG00000196396	ENSMUSG00000027540	Ptpn1
GLA	ENSG00000102393	ENSMUSG00000031266	Gla
HNRNPH2	ENSG00000126945	ENSMUSG00000045427	Hnrnph2
MRLN	ENSG00000227877	ENSMUSG00000019933	Mrln
GMCL1	ENSG00000087338	ENSMUSG00000001157	Gmcl1
FNDC9	ENSG00000172568	ENSMUSG00000048721	Fndc9
RIPOR3	ENSG00000042062	ENSMUSG00000074577	Ripor3
TFEB	ENSG00000112561	ENSMUSG00000023990	Tfeb
NIPAL4	ENSG00000172548	ENSMUSG00000020411	Nipal4
TICAM1	ENSG00000127666	ENSMUSG00000047123	Ticam1
PLIN3	ENSG00000105355	ENSMUSG00000024197	Plin3
CCDC6	ENSG00000108091	ENSMUSG00000048701	Ccdc6
RAD9A	ENSG00000172613	ENSMUSG00000024824	Rad9a
PPP1CA	ENSG00000172531	ENSMUSG00000040385	Ppp1ca
AP003419.1	ENSG00000256514	ENSMUSG00000117873	Gm45928
AP003419.1	ENSG00000256514	ENSMUSG00000024854	Pold4
CARNS1	ENSG00000172508	ENSMUSG00000075289	Carns1
CLCF1	ENSG00000175505	ENSMUSG00000040663	Clcf1
TBC1D10C	ENSG00000175463	ENSMUSG00000040247	Tbc1d10c
POLD4	ENSG00000175482	ENSMUSG00000117873	Gm45928
POLD4	ENSG00000175482	ENSMUSG00000024854	Pold4
FAM71F2	ENSG00000205085	ENSMUSG00000079652	Fam71f2
TCTN3	ENSG00000119977	ENSMUSG00000025008	Tctn3
ARRDC5	ENSG00000205784	ENSMUSG00000073380	Arrdc5
PARD6B	ENSG00000124171	ENSMUSG00000044641	Pard6b
SNRNP27	ENSG00000124380	ENSMUSG00000001158	Snrnp27
MXD1	ENSG00000059728	ENSMUSG00000001156	Mxd1
EIF2S1	ENSG00000134001	ENSMUSG00000021116	Eif2s1
PGC	ENSG00000096088	ENSMUSG00000023987	Pgc
ASPRV1	ENSG00000244617	ENSMUSG00000033508	Asprv1
PCBP1	ENSG00000169564	ENSMUSG00000051695	Pcbp1
PLEK2	ENSG00000100558	ENSMUSG00000021118	Plek2
ADNP	ENSG00000101126	ENSMUSG00000051149	Adnp
DPM1	ENSG00000000419	ENSMUSG00000093752	Gm20716
DPM1	ENSG00000000419	ENSMUSG00000078919	Dpm1
AL365205.1	ENSG00000124593	ENSMUSG00000096549	Prickle4
AL365205.1	ENSG00000124593	ENSMUSG00000079444	Gm21981
USP49	ENSG00000164663	ENSMUSG00000090115	Usp49
FRS3	ENSG00000137218	ENSMUSG00000023266	Frs3
PRICKLE4	ENSG00000278224	ENSMUSG00000096549	Prickle4
PRICKLE4	ENSG00000278224	ENSMUSG00000079444	Gm21981
TOMM6	ENSG00000214736	ENSMUSG00000033475	Tomm6
ARMCX4	ENSG00000196440	ENSMUSG00000049804	Armcx4
PPIP5K2	ENSG00000145725	ENSMUSG00000040648	Ppip5k2
PLEKHH1	ENSG00000054690	ENSMUSG00000060716	Plekhh1
TMEM229B	ENSG00000198133	ENSMUSG00000046157	Tmem229b
PIGH	ENSG00000100564	ENSMUSG00000021120	Pigh
ARMCX1	ENSG00000126947	ENSMUSG00000033460	Armcx1
THSD1	ENSG00000136114	ENSMUSG00000031480	Thsd1
VPS36	ENSG00000136100	ENSMUSG00000031479	Vps36
ARMCX6	ENSG00000198960	ENSMUSG00000050394	Armcx6
ARMCX3	ENSG00000102401	ENSMUSG00000049047	Armcx3
MAP2K5	ENSG00000137764	ENSMUSG00000058444	Map2k5
MED20	ENSG00000124641	ENSMUSG00000092558	Med20
MED20	ENSG00000124641	ENSMUSG00000023984	Gm20517
C5orf30	ENSG00000181751	ENSMUSG00000044768	D1Ertd622e
BYSL	ENSG00000112578	ENSMUSG00000023988	Bysl
MOCS3	ENSG00000124217	ENSMUSG00000074576	Mocs3
CKAP2	ENSG00000136108	ENSMUSG00000037725	Ckap2
NUDT12	ENSG00000112874	ENSMUSG00000024228	Nudt12
KCNG1	ENSG00000026559	ENSMUSG00000074575	Kcng1
AL049779.1	ENSG00000258466	ENSMUSG00000066441	Rdh11
ARG2	ENSG00000081181	ENSMUSG00000021125	Arg2
RDH11	ENSG00000072042	ENSMUSG00000066441	Rdh11
VTI1B	ENSG00000100568	ENSMUSG00000021124	Vti1b
ARMCX2	ENSG00000184867	ENSMUSG00000033436	Armcx2
MADD	ENSG00000110514	ENSMUSG00000040687	Madd
MIR208A	ENSG00000199157	ENSMUSG00000065432	Mir208a
MIR330	ENSG00000284544	ENSMUSG00000065543	Mir330
MIR491	ENSG00000207609	ENSMUSG00000070077	Mir491
RN7SKP147	ENSG00000252963	ENSMUSG00000088026	Gm22143
RN7SKP147	ENSG00000252963	ENSMUSG00000088115	Gm24062
RN7SL336P	ENSG00000264017	ENSMUSG00000093191	Gm22876
MIR424	ENSG00000284231	ENSMUSG00000065418	Mir322
RNU6-191P	ENSG00000252104	ENSMUSG00000088360	Gm23500
AL158154.1	ENSG00000200969	ENSMUSG00000077755	Gm23531
RNU6-233P	ENSG00000222777	ENSMUSG00000084714	Gm24631
AL355987.6	ENSG00000281808	ENSMUSG00000077447	Gm23129
AL355987.6	ENSG00000281808	ENSMUSG00000094824	Gm23803
AL355987.6	ENSG00000281808	ENSMUSG00000077204	Gm25610
AL355987.6	ENSG00000281808	ENSMUSG00000088041	Gm25261
RN7SKP51	ENSG00000222713	ENSMUSG00000088156	Gm26350
RN7SKP51	ENSG00000222713	ENSMUSG00000088674	Gm22803
RN7SKP51	ENSG00000222713	ENSMUSG00000087817	Gm22492
RNU6-118P	ENSG00000252361	ENSMUSG00000088218	Gm22078
RNU6-419P	ENSG00000252839	ENSMUSG00000065802	Gm23041
RNU6-153P	ENSG00000201292	ENSMUSG00000089624	Gm25444
RNU1-86P	ENSG00000251917	ENSMUSG00000088989	Gm25605
AC005722.2	ENSG00000252349	ENSMUSG00000089023	Gm25011
AP000944.3	ENSG00000278050	ENSMUSG00000098974	Gm27505
RN7SKP283	ENSG00000253006	ENSMUSG00000088767	Gm22636
RN7SKP283	ENSG00000253006	ENSMUSG00000088295	Gm26410
RNU1-123P	ENSG00000239194	ENSMUSG00000096211	Gm23330
RNU6-1241P	ENSG00000207266	ENSMUSG00000087730	Gm24650
RNU6-78P	ENSG00000199767	ENSMUSG00000065314	Gm26065
RNU6-801P	ENSG00000200957	ENSMUSG00000064876	Gm23378
RNU6-801P	ENSG00000200957	ENSMUSG00000089092	Gm25654
SNORD111B	ENSG00000221514	ENSMUSG00000080518	Gm22193
RNU6-777P	ENSG00000201135	ENSMUSG00000096202	Gm22069
SNORA24B	ENSG00000206903	ENSMUSG00000064766	Gm26458
SNORA24B	ENSG00000206903	ENSMUSG00000064956	Gm24918
RNU6-108P	ENSG00000202428	ENSMUSG00000088337	Gm22845
RNU6-108P	ENSG00000202428	ENSMUSG00000077431	Gm22591
RN7SKP286	ENSG00000222826	ENSMUSG00000088637	Gm22316
RNU1-34P	ENSG00000201291	ENSMUSG00000093660	Gm26505
SNORD29	ENSG00000223004	ENSMUSG00000084668	Gm24633
RNU6-1216P	ENSG00000199460	ENSMUSG00000077155	Gm24582
RNU6-80P	ENSG00000206922	ENSMUSG00000095233	Gm26378
RNU6-525P	ENSG00000200555	ENSMUSG00000065800	Gm23042
SNORD64	ENSG00000276610	ENSMUSG00000077191	Snord64
RNU6-547P	ENSG00000252082	ENSMUSG00000089497	Gm26360
RNU1-24P	ENSG00000201155	ENSMUSG00000095980	Gm23050
RNU1-24P	ENSG00000201155	ENSMUSG00000094369	Gm26057
RNU1-24P	ENSG00000201155	ENSMUSG00000095446	Gm25730
RNU5A-1	ENSG00000199568	ENSMUSG00000095892	Rnu5g
SNORD24	ENSG00000206611	ENSMUSG00000065258	Gm23969
RN7SL293P	ENSG00000242483	ENSMUSG00000092875	Gm22649
MIR155	ENSG00000283904	ENSMUSG00000065397	Mir155
MIR30B	ENSG00000207582	ENSMUSG00000065476	Mir30b
Y_RNA	ENSG00000252621	ENSMUSG00000084609	Gm22199
SNORA58	ENSG00000249020	ENSMUSG00000064938	Gm50450
SNORD51	ENSG00000207047	ENSMUSG00000064612	Gm26457
MIR20A	ENSG00000283762	ENSMUSG00000065442	Mir20a
MIR9-3	ENSG00000284329	ENSMUSG00000093238	Mir9-3
SNORD115	ENSG00000212411	ENSMUSG00000077681	Gm22496
MIR139	ENSG00000272036	ENSMUSG00000065446	Mir139
MIR668	ENSG00000276352	ENSMUSG00000099236	Mir668
MIR193B	ENSG00000207639	ENSMUSG00000076972	Mir193b
MIR195	ENSG00000284112	ENSMUSG00000065411	Mir195a
MIR377	ENSG00000199015	ENSMUSG00000065438	Mir377
MIR124-2	ENSG00000207816	ENSMUSG00000093073	Mir124a-2
AL033518.1	ENSG00000200706	ENSMUSG00000064731	Snord45b
MIR331	ENSG00000199172	ENSMUSG00000065607	Mir331
MIR7-1	ENSG00000284179	ENSMUSG00000065434	Mir7-1
MIR455	ENSG00000207726	ENSMUSG00000070102	Mir455
RNU6-326P	ENSG00000202350	ENSMUSG00000064446	Gm26228
SNORD54	ENSG00000238650	ENSMUSG00000088351	Gm24016
MIR652	ENSG00000208013	ENSMUSG00000076011	Mir652
U1	ENSG00000270384	ENSMUSG00000089342	Gm22666
SNORD97	ENSG00000238622	ENSMUSG00000088948	Gm23262
MIR450B	ENSG00000216001	ENSMUSG00000076050	Mir450b
RNU6-38P	ENSG00000206812	ENSMUSG00000065091	Gm23678
RNU6-969P	ENSG00000206627	ENSMUSG00000089051	Gm23354
RNU6-1219P	ENSG00000251952	ENSMUSG00000064876	Gm23378
RNU6-1219P	ENSG00000251952	ENSMUSG00000089092	Gm25654
MIR126	ENSG00000199161	ENSMUSG00000065540	Mir126a
RN7SL91P	ENSG00000240439	ENSMUSG00000093283	Gm22567
RNU6-1174P	ENSG00000253087	ENSMUSG00000089070	Gm24498
RN7SKP181	ENSG00000223120	ENSMUSG00000088203	Gm23755
SNORD105	ENSG00000209645	ENSMUSG00000077702	Gm24067
SNORA63	ENSG00000201791	ENSMUSG00000077621	Gm23772
SNORA63	ENSG00000201791	ENSMUSG00000065095	Gm23679
SNORA63	ENSG00000201791	ENSMUSG00000088233	Gm25428
SNORA5A	ENSG00000206838	ENSMUSG00000064495	Gm24313
AC009951.3	ENSG00000277444	ENSMUSG00000098367	Gm27645
RN7SL828P	ENSG00000272075	ENSMUSG00000093283	Gm22567
SNORA2C	ENSG00000221491	ENSMUSG00000065336	Snora34
SNORD35B	ENSG00000200530	ENSMUSG00000064767	Snord35b
RNA5S15	ENSG00000201925	ENSMUSG00000096300	Gm25212
RNA5S15	ENSG00000201925	ENSMUSG00000096343	n-R5s133
RNA5S15	ENSG00000201925	ENSMUSG00000095249	n-R5s103
NRON	ENSG00000253079	ENSMUSG00000089596	Nron
RNU6-723P	ENSG00000206700	ENSMUSG00000077518	Gm25879
SNORD102	ENSG00000207500	ENSMUSG00000077185	Gm25091
RNU6-552P	ENSG00000199739	ENSMUSG00000093879	Gm25457
SNORD63	ENSG00000206989	ENSMUSG00000065904	Gm26109
SNORD16	ENSG00000199673	ENSMUSG00000094411	Snord16a
RNU6-833P	ENSG00000200356	ENSMUSG00000096772	Gm22114
AC092960.2	ENSG00000253092	ENSMUSG00000088135	Gm22588
RNU6-704P	ENSG00000201032	ENSMUSG00000065733	Gm24491
RN7SKP263	ENSG00000223126	ENSMUSG00000089475	Gm25363
RNU6-342P	ENSG00000207251	ENSMUSG00000088528	Gm26084
AC087441.1	ENSG00000206976	ENSMUSG00000099135	Gm27607
SNORD111	ENSG00000221066	ENSMUSG00000080396	Snord111
AC018659.5	ENSG00000276398	ENSMUSG00000098394	Gm27999
RNU6-757P	ENSG00000222266	ENSMUSG00000077194	Gm23431
RNU6-637P	ENSG00000206777	ENSMUSG00000075864	Gm26002
RNU6-621P	ENSG00000201622	ENSMUSG00000095140	Gm24388
AC136352.3	ENSG00000277666	ENSMUSG00000044860	Gm1123
AC012531.5	ENSG00000275589	ENSMUSG00000099099	Gm27337
RNU6-597P	ENSG00000202490	ENSMUSG00000088776	Gm26038
AC002069.1	ENSG00000207094	ENSMUSG00000064836	Gm25697
AC002069.1	ENSG00000207094	ENSMUSG00000065088	Gm26494
AC002069.1	ENSG00000207094	ENSMUSG00000084519	Gm22478
AC002069.1	ENSG00000207094	ENSMUSG00000065862	Gm24029
AC002069.1	ENSG00000207094	ENSMUSG00000064692	Gm24151
AC002069.1	ENSG00000207094	ENSMUSG00000064697	Gm24147
AC002069.1	ENSG00000207094	ENSMUSG00000065151	Gm25480
AC002069.1	ENSG00000207094	ENSMUSG00000065739	Gm24493
SNORA16A	ENSG00000274582	ENSMUSG00000105911	Snora16a
RNU6-522P	ENSG00000201367	ENSMUSG00000087873	Gm26099
RNU6-761P	ENSG00000206875	ENSMUSG00000077421	Gm24283
RNU6-1222P	ENSG00000207345	ENSMUSG00000096731	Gm24316
RNU2-35P	ENSG00000252255	ENSMUSG00000089562	Gm24666
RN7SKP92	ENSG00000253075	ENSMUSG00000089082	Gm24860
Y_RNA	ENSG00000206990	ENSMUSG00000084524	Gm24184
AC004386.4	ENSG00000275254	ENSMUSG00000098825	Gm27285
RN7SL81P	ENSG00000244218	ENSMUSG00000093283	Gm22567
RNA5S8	ENSG00000200343	ENSMUSG00000094956	n-R5s122
MIR326	ENSG00000199090	ENSMUSG00000065571	Mir326
RNU1-149P	ENSG00000212172	ENSMUSG00000087812	Gm25115
RNU6-183P	ENSG00000200331	ENSMUSG00000077248	Gm23275
RNU4-18P	ENSG00000252560	ENSMUSG00000065630	Gm24256
SNORD30	ENSG00000277846	ENSMUSG00000065782	Gm22680
AL356356.2	ENSG00000253047	ENSMUSG00000089127	Gm26401
RNU6-1263P	ENSG00000207331	ENSMUSG00000096085	Gm24465
Y_RNA	ENSG00000201088	ENSMUSG00000084524	Gm24184
MIR370	ENSG00000199005	ENSMUSG00000065433	Mir370
SNORA68	ENSG00000207166	ENSMUSG00000077563	Snora68
SNORD73B	ENSG00000201264	ENSMUSG00000064390	Rnu73b
MIR22	ENSG00000283824	ENSMUSG00000065529	Mir22
SNORA69	ENSG00000206622	ENSMUSG00000065642	Snora69
RNA5SP527	ENSG00000274759	ENSMUSG00000089004	Gm23857
SNORD12B	ENSG00000222365	ENSMUSG00000077565	Gm23201
MIR375	ENSG00000198973	ENSMUSG00000065616	Mir375
RNU6-1056P	ENSG00000206723	ENSMUSG00000092912	Gm24086
RNU6-1010P	ENSG00000199627	ENSMUSG00000096823	Gm24569
RNU6-1010P	ENSG00000199627	ENSMUSG00000096342	Gm22885
RNU6-1010P	ENSG00000199627	ENSMUSG00000095033	Gm22349
RNU6-1010P	ENSG00000199627	ENSMUSG00000094972	Gm25254
RNU6-1010P	ENSG00000199627	ENSMUSG00000088517	Gm24437
RNU6-1010P	ENSG00000199627	ENSMUSG00000095319	Gm25465
RNU6-1010P	ENSG00000199627	ENSMUSG00000096186	Gm23306
RNU6-1010P	ENSG00000199627	ENSMUSG00000094139	Gm22263
RNU6-1010P	ENSG00000199627	ENSMUSG00000096627	Gm25024
RNU6-1010P	ENSG00000199627	ENSMUSG00000089117	Gm25903
RNU6-1010P	ENSG00000199627	ENSMUSG00000093822	Gm24801
RNU6-1010P	ENSG00000199627	ENSMUSG00000094639	Gm24218
RNU6-1010P	ENSG00000199627	ENSMUSG00000088471	Gm23080
RN7SKP252	ENSG00000223142	ENSMUSG00000065037	Rn7sk
AC012354.6	ENSG00000276229	ENSMUSG00000099317	Gm27610
AC051649.2	ENSG00000274866	ENSMUSG00000098816	Gm27786
RNU6-1323P	ENSG00000206752	ENSMUSG00000089437	Gm23199
MIRLET7A1	ENSG00000199165	ENSMUSG00000065421	Mirlet7a-1
RN7SKP169	ENSG00000223056	ENSMUSG00000088637	Gm22316
SNORA15	ENSG00000207168	ENSMUSG00000093413	Snora15
RNU1-54P	ENSG00000252990	ENSMUSG00000065337	Gm24929
AC006127.1	ENSG00000278643	ENSMUSG00000099192	Gm27373
MIR181B2	ENSG00000207737	ENSMUSG00000065578	Mir181b-2
RNU6-795P	ENSG00000252132	ENSMUSG00000094906	Gm23573
RN7SL864P	ENSG00000239923	ENSMUSG00000093056	Gm24812
Z69713.1	ENSG00000281295	ENSMUSG00000089447	Gm22532
SNORA63E	ENSG00000199363	ENSMUSG00000064724	Gm25852
RNU6-40P	ENSG00000206981	ENSMUSG00000064970	Gm23690
RNU6-771P	ENSG00000207511	ENSMUSG00000089437	Gm23199
AC121336.1	ENSG00000199571	ENSMUSG00000088144	Gm24559
SNORA19	ENSG00000207468	ENSMUSG00000095530	Snora19
SNORA19	ENSG00000207468	ENSMUSG00000095097	Gm23658
RN7SKP13	ENSG00000251742	ENSMUSG00000098385	Gm27500
SNORA74C-1	ENSG00000265733	ENSMUSG00000077611	Gm23946
SNORD27	ENSG00000275996	ENSMUSG00000065281	Gm24452
RNU6-8	ENSG00000202337	ENSMUSG00000064663	Gm24859
RNU6-8	ENSG00000202337	ENSMUSG00000064489	Gm23296
SNORA3C	ENSG00000221719	ENSMUSG00000077575	Gm24888
AL139003.1	ENSG00000212377	ENSMUSG00000064441	Snord37
